Nome: BELEM;;;;;;;;;
Codigo Estacao: 82191;;;;;;;;;
Latitude: -1.43583333;;;;;;;;;
Longitude: -48.43722221;;;;;;;;;
Altitude: 7.13;;;;;;;;;
Situacao: Operante;;;;;;;;;
Data Inicial: 1990-01-01;;;;;;;;;
Data Final: 2023-10-01;;;;;;;;;
Periodicidade da Medicao: Diaria;;;;;;;;;
;;;;;;;;;
Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(ï¿½ï;TEMPERATURA MEDIA COMPENSADA, DIARIA(ï¿½ï;TEMPERATURA MINIMA, DIARIA(ï¿½ï;UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
18/10/1990;2,8;5,2;0;31;26,56;23;83,25;71;1,666667
19/10/1990;1,7;6,9;0,3;33,3;26,78;22;81,5;78;1,933333
20/10/1990;2,5;10,4;19,2;32,9;26,96;21,2;76;65;2,966667
21/10/1990;2,5;8,1;0;31,3;26,42;23;83,75;67;1,9
22/10/1990;2,2;7,3;0,4;32,1;26,46;23,6;89;79;2,4
23/10/1990;1,8;8,4;7,4;32,7;25,74;22,6;85,75;63;1,366667
24/10/1990;2,2;9,9;21,6;33,4;26,52;20,8;79,5;65;3,4
25/10/1990;2,8;10,1;1;33,1;27,3;21,8;76,25;65;2,533333
26/10/1990;3;5,6;0;32,4;26,44;22,2;82,25;67;1,4
27/10/1990;2,3;1,6;0;31,7;26,46;24,2;85;66;1,333333
28/10/1990;2,2;9,8;4,8;32,8;27,32;22,4;75,5;57;2,133333
29/10/1990;2,7;8,1;0;33;27,16;23,8;76,75;61;0,866667
30/10/1990;3,1;6,6;0;31,7;26,86;22,8;79,5;74;2,666667
31/10/1990;1,7;7,7;16,8;32,5;26,9;22;81,75;61;1,166667
01/11/1990;3;9,8;2;32,9;26,46;20,9;81;66;2,866667
02/11/1990;2,5;7,5;12,2;32;26,44;22;82,5;68;2,633333
03/11/1990;2,6;9,7;3;32,9;27,32;22,6;76;71;3,966667
04/11/1990;3,1;9,9;0;33;27,44;21,6;72;65;3,366667
05/11/1990;3,3;8,1;0;32,4;26,86;22,6;81;68;3,133333
06/11/1990;2,2;6;0,2;32;27,08;23,2;82;72;2,2
07/11/1990;2,4;4,8;1,2;29,3;null;23;null;74;2,5
08/11/1990;1,9;7,1;19;32,9;26,62;21;73,5;56;1,9
09/11/1990;3,9;8,1;0;32,1;26,9;21,6;79,25;75;2,6
10/11/1990;2;6,4;1,8;32,7;26,98;23;78,5;58;1,2
11/11/1990;3;4,1;0;31,7;26,62;23,8;82;68;1,066667
12/11/1990;2,1;6,6;7;32;26;22;84,75;73;1,766667
13/11/1990;1,3;1,5;22,6;31,5;26,58;22,4;77,25;62;1,7
14/11/1990;2;5,1;0;31,7;26,46;22,8;82,5;73;1,733333
15/11/1990;2,2;8,6;1,2;31,3;26,7;22,2;80,5;72;3,033333
16/11/1990;2,2;3,8;0;31,2;25,56;22,8;87,5;75;1,966667
17/11/1990;1,7;3,7;10,7;31,2;26,2;21,4;90;87;1,2
18/11/1990;1,1;4,3;16,2;31,5;26,18;23;91;86;0,866667
19/11/1990;1,3;6,7;10,8;31;25,9;21,8;86,25;78;2,066667
20/11/1990;1,4;5,4;0,3;32,1;25,62;22;88,25;73;1,5
21/11/1990;1,5;5,3;0,2;31,3;25,98;22,4;83,5;70;1,366667
22/11/1990;1,8;1,2;0;31;25,72;23,2;86,75;66;1,066667
23/11/1990;1,2;0,9;1,9;28,9;24,82;23,1;90,75;75;1,7
24/11/1990;1,1;9,1;3,2;32;26,9;22,4;78,75;59;2,933333
25/11/1990;2,4;8,6;0;32,2;26,6;23;83,5;67;1,9
26/11/1990;2,3;7,3;0;31,5;27,34;22,8;83,25;79;1,733333
27/11/1990;1,9;5,1;2,4;32;26,9;23,2;84,25;75;2,3
28/11/1990;1,5;5,4;13,2;32,7;27,02;23,2;84,5;64;1,2
29/11/1990;2,1;6,7;0;32,5;27,7;24,8;83;73;2
30/11/1990;2;9;0,7;33,1;27,54;23;80,75;71;1,966667
01/12/1990;2,4;8,1;0;31,9;27,08;22,6;79,5;72;2,733333
02/12/1990;2,2;4,9;0;32,1;26,48;23,2;88,5;74;2,233333
03/12/1990;1,6;6,6;7,8;32,1;26,66;22,2;86,5;67;1,933333
04/12/1990;3,3;7,9;0,3;31,3;26,32;23;89;80;2,366667
05/12/1990;0,1;3,4;14,4;31,5;27,06;24;85,5;78;1,233333
06/12/1990;1,9;1,4;0;31,3;26,16;23,4;88,75;78;2,3
07/12/1990;1;0,9;9,9;29,7;25,62;23;87,75;75;1
08/12/1990;2,2;4,4;0;31,7;25,76;22,7;87;64;1,433333
09/12/1990;2,3;4,5;6,8;30,7;25,62;23;86;72;1,066667
10/12/1990;1,9;2,1;0;31,5;26,86;23,3;81,75;74;3,433333
11/12/1990;1,6;7,9;6,2;31,3;26,74;22,4;79,25;69;1,433333
12/12/1990;2,1;8,6;0;32,9;27,02;20,8;79,25;62;1,2
13/12/1990;2,3;6,2;0;32,7;28,42;23;77,5;69;2,3
14/12/1990;2,4;5,7;0;31,7;26,16;23,7;89,5;82;2,6
15/12/1990;6,1;6,4;18,6;31,3;26,5;22;85,25;67;1,1
16/12/1990;2,1;7,5;14;32,4;null;22,4;null;70;1,65
17/12/1990;2,2;5,2;null;31,8;26,48;22,6;88;79;1,5
18/12/1990;1,6;6,9;9,3;31;25,96;22,4;87,5;73;1,7
19/12/1990;1,5;4,2;23,6;31;26,2;22,2;91;84;1,366667
20/12/1990;1,6;6,4;17;31;25,98;22,6;85,25;79;1,2
21/12/1990;1,7;8,7;3;32,1;25,86;22;84,25;64;1,5
22/12/1990;2,7;8,3;0;32,8;27,04;22;79;60;2,466667
23/12/1990;2,8;6,5;0;32,3;26,46;23,7;87;69;1,3
24/12/1990;2;6,9;12,2;32,1;26,88;23,4;76,75;60;2,2
25/12/1990;2,7;8,4;1,4;31,7;26,22;21,5;88,5;81;1,3
26/12/1990;1,9;3,9;3,9;31,3;26,88;22,8;88,25;82;1,5
27/12/1990;1,5;5,2;8,4;31;26,24;24,2;86,25;66;1,366667
28/12/1990;2;5,3;13,5;32,3;26,78;23;85,25;62;0,833333
29/12/1990;1,8;6,7;0;31,7;26,62;23,2;85,75;66;1,366667
30/12/1990;1,9;6,3;3;32,4;26,5;23;85;70;1,7
31/12/1990;1,8;0;0,5;26,8;24,36;23;91,25;92;1
01/01/1991;0,9;3,3;3,4;31,4;24,8;21,2;93,75;90;2,3
02/01/1991;1,5;3,3;8,3;31,3;25,42;23;89,25;71;1,066667
03/01/1991;0,6;3,3;18,8;29,7;25,48;22;89,5;77;1,533333
04/01/1991;1,5;3,7;0,2;30;25,52;22,2;90,5;81;0,833333
05/01/1991;1,2;5,9;4,1;31,8;26,64;22,2;81,5;63;1,8
06/01/1991;2,5;4,8;0,7;31,3;26,78;22,8;88,5;81;1,533333
07/01/1991;1,3;0,5;8;27,7;25,26;23;93,75;87;0,533333
08/01/1991;0,5;1,1;2,6;29,3;25,14;23;88;76;1,066667
09/01/1991;1,5;7,4;0,6;31,7;25,98;22,8;85,25;65;0,766667
10/01/1991;2,8;8,6;0,2;32,1;26,74;22,6;80,25;66;1,966667
11/01/1991;1,8;5,9;1;31,5;26,62;22,8;86,5;80;1,733333
12/01/1991;1,9;4,5;0;30,5;26,22;23;93;84;1,366667
13/01/1991;1;0;78,1;27,7;24,18;21;90,75;84;0,866667
14/01/1991;0,5;4,7;0;31;26,44;22,6;88;86;1,9
15/01/1991;2,2;0,1;24;26,9;24,34;23,4;97;89;0,966667
16/01/1991;0,5;0,1;18,8;28,9;25,1;23;94,75;92;1,533333
17/01/1991;0,4;0;10,4;25,7;24,3;23;94;92;0
18/01/1991;0,6;2,6;17,1;29,8;25,4;22,8;90,75;82;1,566667
19/01/1991;1,1;0,4;10,2;28,3;24,86;23;96,75;94;0
20/01/1991;0,6;1,1;25,4;29,2;24,6;22,8;90,25;71;1,133333
21/01/1991;1,2;0;12,3;26,2;23,98;21,6;93,5;91;1,066667
22/01/1991;0,9;1,1;0,3;28,8;25,08;22,8;88,25;74;1,633333
23/01/1991;1,2;5,3;0;29,3;25,66;21,6;88,5;81;1,866667
24/01/1991;1;4,5;6,3;30,2;25,12;22,8;88;71;1,7
25/01/1991;1,5;6;0,4;30,3;25,74;21,6;91,25;87;1,566667
26/01/1991;0,8;6,4;24,8;31,1;25,42;22;91,5;82;1,966667
27/01/1991;1,5;4;31,3;30,7;25,56;22;92,75;85;1,433333
28/01/1991;1,1;4,3;11;29,9;25,36;22,1;94,75;91;0,533333
29/01/1991;0,8;3,6;59,6;31,2;26,34;23,3;87,25;68;1,4
30/01/1991;1,4;0,7;6,4;26,8;24,12;22,4;93,75;89;0,7
31/01/1991;0,7;1,8;8;30,2;25,5;22,3;91,5;84;1,166667
01/02/1991;1;7,2;0,4;30,6;25,92;23,6;85,5;73;1,533333
02/02/1991;1,9;0;25,8;26,8;23,92;22,6;95;88;1,366667
03/02/1991;0,6;0,6;70,1;28,1;24,34;22,6;92;76;0,266667
04/02/1991;0,8;5,3;3,1;30,3;25,62;22;87;72;1,466667
05/02/1991;1,5;0,6;4,4;27,8;24,72;23,2;93,75;90;1,766667
06/02/1991;1,1;6,5;8,3;30,1;25,24;21,6;91,25;82;2,466667
07/02/1991;1,1;5,3;14,7;30,5;25,62;22,6;91;80;1,5
08/02/1991;1,7;7,6;8,4;31,4;26,6;22,4;80;63;2,966667
09/02/1991;2,3;3,6;0;31;26,16;23;87,75;70;2,4
10/02/1991;1,1;1,7;0,5;31,9;26,44;23,3;93;90;1,766667
11/02/1991;1,4;4,6;5,7;31,4;26,76;23,6;91,5;88;0,566667
12/02/1991;1,5;8,3;7;31,4;26,98;23,9;87,25;80;2,233333
13/02/1991;1,7;8,2;1,7;30,6;26,56;23,8;85,5;74;1,933333
14/02/1991;1,9;6,6;0,2;30,8;26,54;23,3;85;78;2,4
15/02/1991;1,9;7,1;9,5;31,4;26,24;23,2;89,5;84;1,4
16/02/1991;1,6;4,7;3,3;30;25,9;23,1;90,5;85;2,2
17/02/1991;1,1;2;9,2;28,7;25,68;23,3;92;86;1,8
18/02/1991;0,9;0;117,5;25,3;23,92;22,8;95;91;0,933333
19/02/1991;0,4;1,9;9,9;29,3;25,14;23;90,5;72;1,266667
20/02/1991;0,6;3,3;38,3;29,6;25,14;22,9;94;88;1,066667
21/02/1991;0,6;4,8;13,8;32;26,12;22,8;94;89;0,766667
22/02/1991;1,7;9,5;20,3;31,8;26,86;22,6;84,5;63;2,266667
23/02/1991;2,6;6,2;0,1;31,9;26,66;24;90,75;83;0,766667
24/02/1991;1,7;3,9;3,9;29,8;26,08;23,6;84,75;74;2,566667
25/02/1991;2,1;8,9;0;31,4;26,84;23;85;75;1,733333
26/02/1991;2,4;4;2,2;30,7;25,92;23,8;93,75;85;2,2
27/02/1991;0,9;0;42,2;27,5;25,22;22,8;92,5;89;1,666667
28/02/1991;1,5;2,7;0;30,5;25,94;24,1;94;90;2,066667
01/03/1991;1;0,3;20,9;28,8;24,8;23,2;92,75;85;1,266667
02/03/1991;0,8;3;1,8;29,8;26,02;22,9;88,25;74;1,3
03/03/1991;1,7;1,2;3,6;29,3;25,22;23,6;96,25;95;1,933333
04/03/1991;0,8;4;27,2;31;25,8;22,9;85,25;64;3,1
05/03/1991;2,8;6,6;1;31,8;26;22,4;85,75;69;2,266667
06/03/1991;2,1;6,7;0,4;31,2;25,8;23;87,25;72;1,466667
07/03/1991;1,8;2,7;3,5;31;26;23,2;94,25;91;1,533333
08/03/1991;1;1,6;13,1;30,7;24,94;22,4;91,75;77;1,366667
09/03/1991;1,1;0;45;29,4;24,8;22,4;92;76;1,1
10/03/1991;0,9;4,6;21,4;30,9;25,14;22,2;94,5;88;2,033333
11/03/1991;1;3,9;10,1;30,6;25,64;23,2;93,75;86;1,633333
12/03/1991;1,2;2,6;6,7;30;25,92;22,8;94,75;89;0
13/03/1991;0,8;1,1;22,9;28,7;25,3;23;93,25;89;1,233333
14/03/1991;0,8;0;21,6;25,9;24,78;23,4;96;95;0,433333
15/03/1991;0,6;0,9;2;29,6;25,42;23,3;91,25;86;1,6
16/03/1991;1;1,1;16,2;29,1;24,9;23;96;95;2,066667
17/03/1991;0,6;0,2;15,7;27;25,12;23,6;94,25;89;1,6
18/03/1991;0,5;0;51,3;26,8;24,8;23,2;91,75;84;0,533333
19/03/1991;0,7;5;3;30,6;25,62;22,8;88,75;72;1,066667
20/03/1991;1,3;6,7;8,9;31,1;26,06;22,2;89,25;76;0,966667
21/03/1991;1,5;5;30;30,2;25,96;22,4;91,25;85;1,4
22/03/1991;1,2;3,1;3,7;29,8;25,8;23,2;89,5;84;2,2
23/03/1991;1,3;1;4,6;29,2;25,6;23;82,5;69;1,9
24/03/1991;2,1;2,1;0;29,6;24,96;22,6;86,75;70;1,533333
25/03/1991;1,3;5,8;8,3;30,8;25,04;22,2;92,25;86;1,366667
26/03/1991;0,8;0,5;41,9;28,6;25,22;22,9;94;92;0,266667
27/03/1991;0,8;0;12;26,8;24,32;23,2;95,75;92;0,833333
28/03/1991;0,6;0;23,4;26,1;23,78;22,6;92,25;82;1,5
29/03/1991;0,3;1,2;33,7;27,2;24,56;23;95;92;0,233333
30/03/1991;0,8;5,1;0,2;30;26,12;23;83,75;70;2,466667
31/03/1991;1,5;1,2;0,2;29,8;25,98;23,3;90;82;2,3
01/04/1991;3,3;10,1;5,5;32,7;26,78;22,2;84,25;73;null
02/04/1991;2,7;8,6;4,2;31,8;26,16;22,2;88,75;72;null
03/04/1991;1,6;4,2;0;30,5;25,74;24;93,5;84;0
04/04/1991;0,9;7,7;38,3;31,8;26,24;22,2;90,5;82;0,533333
05/04/1991;1,5;5,7;0,8;30,7;25,6;23,1;92,5;86;1,633333
06/04/1991;1,1;7,2;4,6;30,6;25,98;22,5;92;83;2,1
07/04/1991;1,3;9,2;7,5;31,8;26,28;22,4;84,75;62;2,266667
08/04/1991;1,7;6,6;14,8;31,8;26,48;23,2;92,25;84;1,466667
09/04/1991;1,4;5;8,1;30,6;26,04;23,4;95,25;89;0
10/04/1991;1;4,3;18,6;30,6;25,5;23;96;91;0
11/04/1991;0,7;3,2;4,2;29,5;25,7;23,4;91,75;88;0,833333
12/04/1991;1;5,4;1,8;30,5;25,26;22,4;93;87;1,966667
13/04/1991;1,2;3,6;17,1;29,5;25,54;22,6;93,5;90;1,133333
14/04/1991;1;4,5;2,6;30;25,12;23,4;90,75;74;1,4
15/04/1991;1,1;4,5;6,4;30,5;25,78;23,2;92,75;84;1,866667
16/04/1991;0,9;4;10,4;29,8;25,98;22,5;93,75;89;0,8
17/04/1991;0,8;2,4;13;29,6;25,84;23;88,5;77;1,6
18/04/1991;1,3;4,4;1;31,2;26,12;23;91,25;86;1,433333
19/04/1991;1,5;7,4;0,2;32;26,36;23;88,75;76;2,433333
20/04/1991;1,5;3,8;5,8;30,7;26,12;23,1;94,25;89;1,533333
21/04/1991;0,9;7,2;41;31,7;25,9;22,8;87;67;1,2
22/04/1991;1,3;6,3;4,7;32;25,84;22,2;90,5;80;1,366667
23/04/1991;0,9;2,7;7,8;30,6;25,8;23,2;94,25;89;1,066667
24/04/1991;1,4;4,6;19,4;30;25,84;23;94,25;87;1,466667
25/04/1991;0,8;3,8;13,6;30,5;25,74;23;90;76;1,633333
26/04/1991;1,2;5,1;10,6;30,8;26,08;23,6;87;71;0,866667
27/04/1991;2,1;4,9;0;30,9;26,5;23;92,25;81;1,266667
28/04/1991;1,1;6,3;2,8;31;26,22;23;93,25;84;1,633333
29/04/1991;0,8;4,4;17,4;30,9;25,9;23;90;78;2,1
30/04/1991;1,3;3,2;21,3;30,3;25,78;23,2;89,25;70;0,666667
01/05/1991;1,2;0,3;3,5;29,9;25,62;23,4;92,25;82;0,833333
02/05/1991;0,8;2,1;3,2;29;25,6;23,2;90,75;82;0,1
03/05/1991;1,2;5,7;3,3;31,1;25,9;22,4;88,25;72;1,066667
04/05/1991;1,5;1,5;14,5;29,1;25,66;23;95,25;92;1,3
05/05/1991;0,7;3,2;2,3;29,9;25,78;23,2;95;86;1,366667
06/05/1991;0,8;6,5;49,7;30,9;26,26;23,2;88;75;1,133333
07/05/1991;1,5;7,8;0,6;32;26,64;22,2;87,75;72;1,166667
08/05/1991;1,6;5;2,2;31,7;26,22;23,2;91,75;85;0
09/05/1991;1,6;8,5;0,3;31,8;26,56;22,4;87,75;77;1,933333
10/05/1991;1,8;8,8;1,8;31,8;27,36;22,6;79,25;62;1,433333
11/05/1991;2,7;10,4;0;32,1;27,14;23,6;79,5;60;1,9
12/05/1991;2,3;7,3;0;31,9;26,58;23;85,75;69;0,866667
13/05/1991;1,5;1,5;8;30,4;25,52;23;92,75;86;0,533333
14/05/1991;1;0,8;9,1;30,1;25,5;23,4;92,5;84;1,333333
15/05/1991;0,9;6,2;6,9;32,3;26,42;23;83;62;0,833333
16/05/1991;1,9;7,6;0,4;32,6;27,24;23,8;82,25;64;2,066667
17/05/1991;2;3,1;0;31,4;27;24;84,75;76;1,633333
18/05/1991;1,9;5,1;0;30,9;26,5;23,6;91,75;81;1,633333
19/05/1991;1,1;8,1;4,6;32,1;26,34;22,8;87;70;1,166667
20/05/1991;1,7;3,8;30,8;31;24,92;22,8;88,75;66;0,666667
21/05/1991;1,3;8,2;25,6;31,7;26,24;21,9;84,5;68;0
22/05/1991;1,8;3,3;0;31,2;25,68;22;93,25;88;1,533333
23/05/1991;1,3;6,4;2,2;31,5;26,1;22,2;90,25;81;1,633333
24/05/1991;1,5;6,8;0,1;31,2;null;23,2;null;76;0,25
25/05/1991;1,4;6,5;0,7;31,5;25,64;22,7;86,5;69;1,766667
26/05/1991;1,5;5,4;27,3;30,1;25,26;22,2;87,25;69;1,366667
27/05/1991;1,5;7,6;6;30,8;26,16;22,6;84,5;68;1,066667
28/05/1991;1,7;9,1;0,6;32;26,72;22,4;83;64;2,2
29/05/1991;2,7;10,5;1;32,4;27,82;24,2;78,75;63;2,533333
30/05/1991;2,8;9,6;0;32,8;27,12;24;83,25;61;1,466667
31/05/1991;2,5;3,2;58,9;31,6;25,76;23,2;86,5;63;1,433333
01/06/1991;1,6;3,5;31,4;31,6;26,06;23,2;92,25;82;1,866667
02/06/1991;1,4;2,6;2,3;30,7;25,94;23,8;91,75;80;1,366667
03/06/1991;1,2;3,7;1,7;30,7;26,42;24;84;68;1,133333
04/06/1991;2;7,1;0;31,8;26,76;22,8;83,25;71;2,366667
05/06/1991;1,8;5,7;4,8;31,3;26,86;23,8;83,25;67;1,733333
06/06/1991;2,3;8,7;0;32;26,32;23,6;86,25;68;2,633333
07/06/1991;2,3;7,5;21,4;31,8;26,72;23,8;86,25;69;2,033333
08/06/1991;2,2;9,2;12,6;31,6;27,34;23,8;85;77;2,066667
09/06/1991;2,2;9,5;1,1;31,8;26,9;22,8;82;64;1,766667
10/06/1991;2,5;8,6;0;32,2;27,28;22,2;77,5;63;2,033333
11/06/1991;2,5;6,3;0;32,4;27,4;23,4;82,25;65;0,766667
12/06/1991;2;4;0,7;31,8;26,42;24,3;89,75;80;1,166667
13/06/1991;1,8;8,5;0,1;32;26,8;23,4;83,5;61;0,533333
14/06/1991;1,2;4,5;8,8;30,6;26,04;23,8;90,5;75;1,9
15/06/1991;1,5;8,9;1,1;32;26,5;23,4;84,75;63;1,466667
16/06/1991;2,5;8,9;13,4;32,1;26,66;23,8;86,5;62;2,3
17/06/1991;2,2;8,1;11,2;32,2;26,92;23,4;84,25;65;2,133333
18/06/1991;2;4,1;0;31,6;26,24;23,4;84,75;69;0,266667
19/06/1991;1,8;9,1;0;32,4;26,96;23,6;81;62;2,2
20/06/1991;2,8;8,4;0,1;31,7;26,9;23,6;79,75;63;2,7
21/06/1991;2,8;7,4;0,1;32,1;26,54;23,2;85;69;1,566667
22/06/1991;2,1;6,7;0,1;31,1;26,12;22,7;84,75;70;2,533333
23/06/1991;2,1;9,9;1;31,7;26,9;22,7;79;57;3,2
24/06/1991;3;9,9;0;31,6;27;22;81;62;1,466667
25/06/1991;3,1;9,5;0;32,4;27,76;23,4;78,5;61;1,333333
26/06/1991;3,3;9;0;31,9;26,44;23,7;81,75;59;2,6
27/06/1991;3;8,1;10,1;30,8;25,56;22,4;88,75;73;1,633333
28/06/1991;1,8;4,3;15,6;31,6;25,68;22,4;87;65;0,433333
29/06/1991;1,8;8,4;1,4;31,3;25,98;22,5;84,75;65;1,3
30/06/1991;2;4,7;0,1;31,1;26,02;22,6;81,25;63;1,766667
01/07/1991;2,2;4,9;0;31,6;26,04;22,6;84;69;2,566667
02/07/1991;2,3;7,4;2,2;31,6;26,36;22,8;80,75;59;2
03/07/1991;2,2;7,1;0;31,7;25,9;22,4;84;64;0,9
04/07/1991;2;7,8;1;31,4;26,84;23;82,5;65;2,466667
05/07/1991;2,4;8,1;0;31,6;26,12;23;83,75;60;1,366667
06/07/1991;2,1;9,2;0,2;31,5;25,64;22,1;87;73;4,3
07/07/1991;2,1;7,9;12;31,6;25,6;22;84,5;62;2
08/07/1991;2,1;4,7;0,1;31,7;25,5;22,6;87,25;61;1,533333
09/07/1991;2;7,6;2,9;31,5;26,22;22,4;83,5;62;1,833333
10/07/1991;2,1;9,6;0;32,3;26,92;22,4;79,75;66;1,7
11/07/1991;2,5;7,3;0;31,8;26,78;22,9;82,25;61;0,533333
12/07/1991;2,1;7,5;0;31,4;26,92;22,8;76,5;59;2,166667
13/07/1991;2,3;3,8;0;31,2;26,32;23;83,25;65;2,5
14/07/1991;2,8;7;0;31,4;26,42;23,2;79,75;60;2,366667
15/07/1991;3;2,5;0;29,8;25,14;22,3;89,25;72;1,633333
16/07/1991;0,9;8,3;6,2;31;26,24;22,2;86,25;68;1,533333
17/07/1991;2,3;8,3;4;31,5;27,1;23,4;82;66;1,766667
18/07/1991;2,5;9;0,4;31,3;26,7;23,2;77;60;2,366667
19/07/1991;3,2;6,3;0;30,6;26,28;24,4;79,25;57;1,633333
20/07/1991;2,9;8,8;0;31,2;25,96;22,2;82,75;57;1,8
21/07/1991;2,9;4,7;0;30,9;26,04;23,1;79,5;57;1,866667
22/07/1991;3,1;9,3;0;31,2;25,66;21,2;79,25;59;1,233333
23/07/1991;3,2;7,8;0;32;26,48;22,4;80,25;55;1,533333
24/07/1991;3,5;7,1;0;32,8;27,44;22,4;75,75;53;0,533333
25/07/1991;2,9;9;0,1;32;26,92;23;78;56;1,9
26/07/1991;3,1;8,3;0;32,2;27,04;23;76,5;55;2,2
27/07/1991;3,4;8,4;0;31,6;26,8;22,6;76;57;2,8
28/07/1991;3,9;7,9;0;31,4;26,78;22,4;76;58;2,4
29/07/1991;4,1;9;0;31,5;26,74;22,4;71;48;2,5
30/07/1991;2,3;9,4;0;32;26,48;22,1;73,75;50;2,466667
31/07/1991;4;6,3;0;31,6;25,04;21,7;83,75;61;1,966667
01/08/1991;2,4;4,7;11,4;31,3;25,42;21,8;86;64;1,766667
02/08/1991;2,1;9,4;17,4;31,8;26,8;22,6;77,75;57;2,833333
03/08/1991;3,2;5,5;0;30,3;25,1;22,7;88,75;78;1,866667
04/08/1991;1,9;7,3;1,4;30,8;25,4;21,4;81;60;2,3
05/08/1991;2,4;9,2;0,1;31,3;25,54;22,4;84,25;60;2,866667
06/08/1991;2,9;6,2;9,7;31,3;25,58;22,6;82,5;60;1,3
07/08/1991;2;8,4;0,5;31,2;26,52;22,7;80,5;65;2,5
08/08/1991;2,8;8,4;0;31,5;26,32;21,4;80,5;61;1,666667
09/08/1991;2,6;8,6;0;31,6;26,68;23;75;56;2,633333
10/08/1991;3,1;6;0;32,3;26,78;22,9;79;58;1,333333
11/08/1991;2,6;7,4;0;31,4;25,9;21,4;81;71;2,3
12/08/1991;2,4;8,3;0;31,5;26,22;22,8;80;59;2,5
13/08/1991;2,9;7,3;0,3;31,2;25,82;22,2;77,75;60;2,366667
14/08/1991;2,8;7,2;8,8;31,1;25,18;21,7;85;66;1,433333
15/08/1991;2,1;6,6;1,7;30,3;25,32;21,1;84,5;67;1,6
16/08/1991;2,5;8,8;0;30,6;25,6;22,6;77,5;51;2,2
17/08/1991;4,1;9,8;0;31,1;25,58;20;73,5;59;3,066667
18/08/1991;3,1;7,8;0;32,8;26,84;21,7;70,75;53;3,333333
19/08/1991;3,2;7,9;0;33,3;26,86;20,6;75,25;63;2,466667
20/08/1991;2,9;8,1;0;34,1;27,24;21,3;70,5;49;3,033333
21/08/1991;3,5;9;0;32;26,88;22,2;76;56;3,066667
22/08/1991;3,1;5;0;31;26,04;23;80,5;66;2,033333
23/08/1991;2,1;5,6;1,7;31,4;26,28;22,7;80;64;1,633333
24/08/1991;2,5;6;0;32,1;26,38;22;77;54;2,2
25/08/1991;2,8;8,7;0;32,3;26,34;21;80,25;54;2,6
26/08/1991;3,3;8,8;0;32,2;27,08;22,8;75,75;54;3,133333
27/08/1991;3,1;6,9;0,8;32,3;25,84;21,8;83;63;2,3
28/08/1991;2,3;6,9;0;31,9;26,12;22,2;84,25;64;1,833333
29/08/1991;2,1;6,3;3;31,4;26,32;22,5;82,25;61;2,333333
30/08/1991;2,6;8,7;0;32,1;26,66;21,8;78;60;1,9
31/08/1991;3,3;6,2;0;32,6;26,98;22,8;77,25;55;2,6
01/09/1991;3,4;5,6;0;32,4;25,8;22,2;89;79;2,933333
02/09/1991;2,1;5,7;3;31,8;25,56;21,2;82,25;68;2,066667
03/09/1991;2,1;8,5;7,3;32,2;26,6;22,1;76;54;1,9
04/09/1991;3,1;6,6;0;32,2;26,72;22,3;76,25;57;3,1
05/09/1991;2,8;6,9;0,2;31,9;26,52;21,5;79,5;63;1,733333
06/09/1991;2,6;8,1;1;32,4;26,02;22,2;80,5;57;3,1
07/09/1991;3,3;8,9;0,5;34,8;27,18;21,8;78,75;66;3,866667
08/09/1991;3,4;8,5;0;32,9;26,9;21,7;76;54;2,933333
09/09/1991;3,3;6,8;0;32,3;26,92;22,9;77,25;58;2,566667
10/09/1991;3;8,1;0;32,6;27,2;22,8;74;55;2,4
11/09/1991;3,6;6,9;0,2;33,3;27,36;23,5;76;56;2,466667
12/09/1991;3;5,5;0,2;32,9;26,98;23,8;82;64;2,8
13/09/1991;2,5;7,3;0,8;32,4;26,74;22,1;74;58;3,133333
14/09/1991;3,1;7,8;0;32,6;26,6;21,6;73;53;2,466667
15/09/1991;3,2;6,1;0,3;32,6;26,68;21,6;79,25;67;3,3
16/09/1991;2,3;8,1;4,9;32,3;26,86;22,2;73,75;57;2,8
17/09/1991;3,4;6,6;0;32,1;26,58;21,8;73,5;59;3,066667
18/09/1991;3,1;7,8;0;32,8;26,84;21,7;70,75;53;3,333333
19/09/1991;3,2;7,9;0;33,3;26,86;20,6;75,25;63;2,466667
20/09/1991;2,9;8,1;0;34,1;27,24;21,3;70,5;49;3,033333
21/09/1991;3,5;4,4;0;32;26,94;22,2;74,5;59;2,666667
22/09/1991;2,8;6,3;0;32,9;27,14;22,4;76;68;2,8
23/09/1991;3,2;8,5;1;33,7;27,96;23,3;70;47;2,833333
24/09/1991;3,4;8,4;0;34,3;27,38;21,6;74;51;2,9
25/09/1991;3,4;6,2;0;32,6;26,32;21,1;81,5;66;2,566667
26/09/1991;2,3;4,8;6,4;31,2;26,42;22,4;80,5;67;2,033333
27/09/1991;2,7;7;0,3;31,8;26,6;21,8;79;65;2,633333
28/09/1991;4;5,8;0;32,2;26,62;21,6;76;60;2,633333
29/09/1991;3,3;4,7;0,3;33,6;26,9;22,7;82,75;78;2,933333
